368,20795,31,,,37,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2660136,2503288,19-Jul-13,PC,211,Ea,207,32842,91691,3,38328,191723,196990,207,57,,,211,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2809416,2649296,21-Sep-13,PC,32,Ea,20795,82375,,0,105621,197441,202881,20795,25,,,32,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2983116,2834534,1-Dec-13,PC,100,Ea,204,85712,,,138811,206348,211867,204,59,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3359389,3230173,17-May-14,PC,3.9,WK,20795,92528,,0,148772,220004,225869,20795,31,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4148849,4040635,1-Nov-14,PC,800,Ea,209,100808,,,160688,240115,246332,209,,,,800,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5715616,5652968,21-Nov-15,PC,1,Ea,204,117894,,0,182481,283802,290561,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3598969,3468461,29-Aug-14,PC,100,Ea,,96206,,,154331,228233,234213,,,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3563571,3434438,10-Aug-14,PC,1,EA,204,95521,,0,153298,226937,232897,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3411621,3282228,11-Jun-14,PC,3.6,WK,20795,93156,,0,149709,221474,227380,20795,25,,,3.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2679086,2522260,26-Jul-13,PC,3.9,WK,20795,80566,,0,101090,192511,197818,20795,31,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3992713,3876592,2-Dec-14,PC,3.5,WK,20795,100442,,0,160096,239003,245220,20795,31,,,3.5,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5848598,5787136,23-Dec-15,PC,25,Ea,20795,119755,,0,184891,289551,296421,20795,25,,,25,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3532504,3402411,1-Aug-14,PC,100,Ea,,95046,,,152655,225966,231920,,,,,100,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3378437,3249180,25-May-14,PC,3.9,WK,20795,92759,,0,149068,220530,226418,20795,31,,,3.9,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3428901,3297266,18-Jun-14,PC,3.6,WK,20795,93518,,0,150252,222395,228302,20795,31,,,3.6,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2747260,2586274,24-Aug-13,PC,210,Ea,207,60120,93251,,74881,194783,200150,207,57,,,210,0,0,
PURCHASE_ORDER_RECEIPT_LINES,4754045,4669847,5-Jun-15,PC,1,Ea,204,109054,,0,171540,261108,267577,204,25,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,2958781,2808504,10-Aug-13,PC,1,Ea,204,81258,,,102090,194250,199605,204,,,,1,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3494333,3364367,11-Jul-14,PC,10,Ea,,94497,,,151836,224641,230551,,,,,10,0,0,
PURCHASE_ORDER_RECEIPT_LINES,5566578,5500956,2-Sep-15,PC,2300,Ea,,113238,,,176924,271749,278218,,,,,2300,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3892665,3770579,13-Nov-14,PC,20,Ea,,99397,,,158892,236774,242911,,,,,20,0,0,
PURCHASE_ORDER_RECEIPT_LINES,3190770,3059899,19-Feb-14,PC,3.8,WK,20795,89436,,0,143988,213732,219422,20795,31,,,3.8,0,0,
